region,date,weekid,rate,temp.max,temp.mean,temp.min,relative.humidity,total.rainfall,solar.radiation,wind.speed,absolute.humidity,pressure,temp.range,monthid
HK,2001/8/12,32,10.87408719,33.4,29.61428571,28.4,79.71428571,3.257142857,20.15857143,17.28571429,23.67346852,1008.057143,4.171428571,8
HK,2001/8/19,33,7.208524028,32.6,29.11428571,28.2,77.42857143,4.757142857,15.32571429,11.98571429,22.38774119,1006.257143,5.342857143,8
HK,2001/8/26,34,5.083969465,34,30.22857143,29.3,75.71428571,0.185714286,18.25142857,12.9,23.26980075,1003.757143,4.257142857,8
HK,2001/9/2,35,4.790741182,32.6,28.1,28.9,86,47,8.037142857,27.21428571,23.44039062,1002.014286,3.6,9
HK,2001/9/9,36,1.58509887,30.3,26.61428571,25.9,89.14285714,49.08571429,8.407142857,19.12857143,22.45269907,1006.885714,3.014285714,9
HK,2001/9/16,37,2.90424317,32.5,28.01428571,27.2,79.71428571,1.085714286,12.70285714,14.17142857,21.68309063,1008.257143,3.542857143,9
HK,2001/9/23,38,1.830490956,33.8,28.81428571,28.2,72.71428571,11.29285714,14.53714286,18.91428571,20.61494597,1007.614286,4.742857143,9
HK,2001/9/30,39,0.490131926,32.4,29.04285714,27.4,59.85714286,0,18.39857143,23.34285714,17.22985327,1007.114286,4.971428571,9
HK,2001/10/7,40,0.739559946,31.6,27.38571429,26.6,72.71428571,1.457142857,15.66,26.92857143,19.07286685,1013.442857,3.557142857,10
HK,2001/10/14,41,0.424342321,29.9,26.48571429,26,73.14285714,0.035714286,13.44142857,24.04285714,18.33250436,1013.628571,2.7,10
HK,2001/10/21,42,0.233704794,31.2,26,24.9,68.42857143,0.078571429,15.76,24.72857143,16.63828142,1014.057143,3.628571429,10
HK,2001/10/28,43,0.05,28.3,25.6,24.7,74.85714286,0,15.79857143,29.74285714,17.82799695,1015.542857,2.985714286,10
HK,2001/11/4,44,0.214070352,28.5,25.3,25,76.14285714,0.021428571,13.68857143,22,17.87694965,1016.485714,3.114285714,11
HK,2001/11/11,45,0.05,27.9,23.32857143,23.6,66,0.114285714,13.27571429,30.78571429,13.94206392,1017.742857,3.685714286,11
HK,2001/11/18,46,0.179851286,24.2,19.61428571,20.7,54.42857143,0.45,10.43714286,30.38571429,9.34136894,1020,5.085714286,11
HK,2001/11/25,47,0.820466444,22.8,19.78571429,18.3,58.28571429,0,15.52285714,20.45714286,9.95683525,1020.285714,4.728571429,11
HK,2001/12/2,48,0.381257754,25.1,21.31428571,21.3,76.57142857,0.078571429,11.82571429,25.9,14.37091595,1017.142857,3,12
HK,2001/12/9,49,0.214362873,26.2,21.37142857,21.3,77.85714286,1.014285714,9.06,25.61428571,14.5902779,1016.971429,2.757142857,12
HK,2001/12/16,50,0.679387883,23.6,19.17142857,20,78.57142857,2.485714286,7.177142857,30.91428571,13.15132043,1021.528571,3.514285714,12
HK,2001/12/23,51,0.720264026,21.5,17,18.8,74,2.885714286,7.848571429,28.94285714,11.09840876,1024.214286,4.1,12
HK,2001/12/30,52,1.094116208,18.5,15.42857143,14.7,59.14285714,0,14.03428571,22.5,7.825952021,1026.542857,4.457142857,12
HK,2002/1/6,1,1.696476762,22.5,17.38571429,16.4,60,0,13.42285714,13.31428571,8.884137279,1022.885714,5.085714286,1
HK,2002/1/13,2,4.049326396,22.2,18.64285714,18.6,75.42857143,0,12.83857143,15.64285714,12.06685914,1021.728571,3.957142857,1
HK,2002/1/20,3,10.30289017,24.7,20.24285714,20,87.57142857,0.735714286,8.292857143,18.32857143,15.35656197,1014.942857,3.214285714,1
HK,2002/1/27,4,14.09330424,18,15.11428571,15.5,72.57142857,1.985714286,8.321428571,28.01428571,9.452777416,1020.285714,3.9,1
HK,2002/2/3,5,19.66750984,17.6,14.07142857,14.2,79.71428571,1.25,7.811428571,25.28571429,9.631174189,1023.585714,3.471428571,2
HK,2002/2/10,6,21.06240639,20.5,16.85714286,17,80,0.292857143,7.028571429,25.6,11.52257576,1018.514286,2.585714286,2
HK,2002/2/17,7,11.52304147,20.5,17.71428571,16.8,73.42857143,0,13.69714286,25.08571429,11.10933842,1021.785714,3.171428571,2
HK,2002/2/24,8,10.5491109,24.1,19.48571429,18.9,75.57142857,0,15.53142857,21.68571429,12.70127502,1022.685714,3.828571429,2
HK,2002/3/3,9,12.20494138,24.5,20.77142857,20.7,82.42857143,0.028571429,15.52142857,17.28571429,14.93139018,1017.7,3.485714286,3
HK,2002/3/10,10,9.17346158,25.6,19.65714286,19.9,65.85714286,0.014285714,13.41285714,28.54285714,11.31938982,1019.257143,4.371428571,3
HK,2002/3/17,11,8.49111827,26.3,22.41428571,22.6,83.42857143,0.178571429,11.48428571,16.2,16.62526718,1015.414286,3.757142857,3
HK,2002/3/24,12,14.67929353,27.3,21.87142857,22.2,79.28571429,18.59285714,8.915714286,17.8,15.28725596,1015.614286,4.085714286,3
HK,2002/3/31,13,11.57516979,26.8,21.94285714,21.9,92,15.25714286,7.517142857,15.42857143,17.83621738,1012.114286,2.685714286,3
HK,2002/4/7,14,8.340636959,28.6,24.67142857,24.7,82.28571429,1.442857143,13.52714286,16.62857143,18.61766502,1012.285714,4.242857143,4
HK,2002/4/14,15,7.345090657,28.7,22.98571429,24.7,79.28571429,0.435714286,12.13857143,18.98571429,16.50067557,1014.385714,3.985714286,4
HK,2002/4/21,16,11.22823875,29,24.62857143,24.2,84.57142857,0.028571429,14.06,15.72857143,19.09329303,1013.585714,4.228571429,4
HK,2002/4/28,17,7.139888626,29.7,25.35714286,25.5,81.57142857,0.014285714,14.70285714,21.35714286,19.19992006,1012.728571,3.757142857,4
HK,2002/5/5,18,4.926726527,30.2,26.34285714,25.7,82.28571429,0.05,21.01142857,17.82857143,20.42741093,1011.757143,3.914285714,5
HK,2002/5/12,19,4.54899726,30.6,27.2,26.1,81.28571429,15.31428571,18.36,15.1,21.13931122,1010.471429,4.257142857,5
HK,2002/5/19,20,6.287101986,29.9,26.18571429,25.5,86,14.94285714,10.03142857,18.97142857,21.16305181,1009.171429,4.171428571,5
HK,2002/5/26,21,2.231654135,30.9,27.25714286,27.2,81.71428571,8.414285714,12.68571429,20.34285714,21.35748679,1006.857143,3.685714286,5
HK,2002/6/2,22,7.649376855,31.8,27.6,26.7,75.42857143,1.285714286,17.11285714,20.72857143,20.12209821,1007.228571,4.4,6
HK,2002/6/9,23,5.927422531,31.4,27.57142857,27.1,81.28571429,1.057142857,15.19142857,25.97142857,21.58738253,1004.757143,3.414285714,6
HK,2002/6/16,24,8.553825474,31.8,28.32857143,28.5,82,21.45,11.87857143,19.12857143,22.67268074,1006.571429,3.985714286,6
HK,2002/6/23,25,7.543100676,32.6,29.2,28.1,80.42857143,7.485714286,14.97714286,27.75,23.36655232,1006.271429,4.085714286,6
HK,2002/6/30,26,7.964872155,33.5,30.14285714,29.2,76.28571429,3.378571429,21.24285714,23.15,23.31551914,1008.671429,4.585714286,6
HK,2002/7/7,27,12.67892503,33.6,29.44285714,29,80.14285714,4.921428571,13.90428571,14.25714286,23.58531694,1003.057143,4.885714286,7
HK,2002/7/14,28,12.78923077,33.3,29.52857143,28.7,77,3.192857143,17.20142857,13.82857143,22.76171022,998.7285714,5.185714286,7
HK,2002/7/21,29,10.00576575,33.1,29.61428571,29,80.42857143,10.35714286,14.05,28.64285714,23.8992298,1003.485714,3.857142857,7
HK,2002/7/28,30,7.980889656,32.3,28.38571429,27.5,84,12.45,13.69285714,14.08,23.32165946,1004.385714,5.114285714,7
HK,2002/8/4,31,8.128054101,31.6,27.44285714,26.2,88,16.94285714,11.07571429,15.02857143,23.16761424,1004.557143,4.057142857,8
HK,2002/8/11,32,4.653141786,30.6,27.48571429,27.9,86.14285714,36.10714286,7.274285714,28.77142857,22.75341026,1000.971429,3.6,8
HK,2002/8/18,33,6.462871896,31.5,28.6,28.2,80.71428571,0.692857143,20.23142857,22.5,22.67554662,1005.985714,3.657142857,8
HK,2002/8/25,34,4.779855508,32.1,28.15714286,27.2,83.42857143,13.29285714,15.41571429,24.4,22.84392012,1007.885714,3.7,8
HK,2002/9/1,35,2.890121526,33,29.48571429,28.3,75.85714286,0.314285714,19.81857143,19.43333333,22.38549752,1007,4.8,9
HK,2002/9/8,36,3.509148265,33.4,29.02857143,27.6,69.85714286,1.064285714,18.39285714,14,20.09689373,1007.742857,5.242857143,9
HK,2002/9/15,37,2.342455357,31.7,27.18571429,26.3,81,24.52857143,10.65,23.82857143,20.97408273,1006.314286,4.271428571,9
HK,2002/9/22,38,1.262536345,29.7,26.45714286,26.6,85.85714286,64.19285714,13.32428571,26.25,21.34502061,1009.942857,2.957142857,9
HK,2002/9/29,39,1.049895478,29.4,26.21428571,26.1,83.71428571,12.88571429,10.42428571,20.36666667,20.64722896,1013.128571,2.757142857,9
HK,2002/10/6,40,1.666699293,28.4,26.41428571,26,81.14285714,1.721428571,11.77714286,21.88571429,20.22021998,1013.128571,2.642857143,10
HK,2002/10/13,41,0.544455272,28.3,24.82857143,25.1,60.42857143,0.014285714,14.75857143,23,13.9346895,1014.8,4,10
HK,2002/10/20,42,2.086486486,29.6,26.72857143,26.1,81.14285714,7.857142857,13.01714286,19.8,20.58469793,1012.6,2.985714286,10
HK,2002/10/27,43,1.915798249,30.2,23.94285714,25.8,81.71428571,8.564285714,9.917142857,21.85714286,17.78400606,1014.928571,3.657142857,10
HK,2002/11/3,44,0.986874614,25.3,23.31428571,23.8,82.42857143,10.94285714,7.342857143,33.64285714,17.32161322,1015.428571,2.357142857,11
HK,2002/11/10,45,1.442193429,26.9,21.87142857,22,59.42857143,0,16.73857143,27.82857143,11.5621438,1019.957143,4,11
HK,2002/11/17,46,0.05,28,23.71428571,23.3,80,0.778571429,12.36285714,14.47142857,17.20934001,1014.228571,4.242857143,11
HK,2002/11/24,47,1.24863195,24.3,20.82857143,20.6,73.85714286,0.728571429,10.16428571,24.61428571,13.39828532,1018.271429,3.485714286,11
HK,2002/12/1,48,1.598577743,22.2,19.5,20,73.71428571,1.857142857,7.947142857,30.32857143,12.45368409,1019.828571,3.028571429,12
HK,2002/12/8,49,1.979905611,25.7,22.71428571,23.3,90,0.45,8.62,19.14285714,18.23778262,1016,2.314285714,12
HK,2002/12/15,50,2.602235793,23.9,15.68571429,15.7,72.42857143,2.907142857,9.478571429,32.88571429,9.722322742,1024.785714,5.2,12
HK,2002/12/22,51,5.200872908,25.3,20.4,20.7,83,3.442857143,9.722857143,22.31428571,14.70611116,1017.042857,3.328571429,12
HK,2002/12/29,52,4.408472012,21.5,15.07142857,17.3,77.42857143,2.335714286,9.001428571,25.94285714,10.10827287,1020.657143,4.428571429,12
HK,2003/1/5,1,6.646095018,18.1,15.61428571,15.6,74.28571429,0.192857143,8.972857143,25.44285714,9.891603476,1022.628571,3.585714286,1
HK,2003/1/12,2,6.724320841,18.1,13.82857143,13.7,68.85714286,2.371428571,12.48857143,26.22857143,8.176943741,1023.1,4.928571429,1
HK,2003/1/19,3,14.77987507,20.4,16.65714286,17.5,65.57142857,0,14.14285714,20.8,9.307079103,1022.514286,4.028571429,1
HK,2003/1/26,4,15.40997053,22.6,17.75714286,16.9,75,0.014285714,10.30571429,30.26666667,11.34282741,1016.614286,3.385714286,1
HK,2003/2/2,5,11.16809117,22.8,16.8,18.1,74.14285714,0.628571429,11.89857143,25.55714286,10.87125594,1020.828571,4.585714286,2
HK,2003/2/9,6,15.74730579,20.3,15.6,16,74,2.071428571,9.142857143,25.32857143,9.916625604,1022.071429,3.242857143,2
HK,2003/2/16,7,12.03914494,23.9,18.08571429,18.2,85.85714286,0.028571429,9.627142857,21.14285714,13.33077191,1018.257143,3.457142857,2
HK,2003/2/23,8,17.11612903,24.8,19.5,19.7,84.14285714,0.035714286,11.63714286,20.57142857,14.18323226,1017.5,4.028571429,2
HK,2003/3/2,9,12.84243133,25.7,21.08571429,20.5,83.28571429,0.121428571,12.70428571,17.3,15.34664341,1015.242857,4.314285714,3
HK,2003/3/9,10,14.59195742,23.6,18.12857143,20.4,83.14285714,3.464285714,7.651428571,26.02857143,13.26636445,1013.328571,4.114285714,3
HK,2003/3/16,11,12.14435013,21.7,17.42857143,18.5,77.14285714,0.321428571,12.60857143,28.93333333,11.56450227,1021.714286,3.342857143,3
HK,2003/3/23,12,7.716818625,26.6,18.92857143,21.1,84.57142857,1.328571429,9.172857143,22.21428571,13.91684801,1018.171429,3.557142857,3
HK,2003/3/30,13,5.80554236,26.6,20.25714286,21.2,82.71428571,0.442857143,12.09714286,17.85714286,14.56110068,1016.8,3.814285714,3
HK,2003/4/6,14,2.329185085,27.9,23.75714286,24.9,84.42857143,0.357142857,6.778571429,20.41666667,18.31213536,1010.014286,3.342857143,4
HK,2003/4/13,15,1.133406957,27.6,21.08571429,23.5,89.57142857,11.65,5.732857143,29.24,16.61151697,1013.257143,3.571428571,4
HK,2003/4/20,16,0.403554245,28.6,23.81428571,25,82.85714286,0.1,14.02571429,22.675,17.95504676,1012.785714,3.685714286,4
HK,2003/4/27,17,0.811227117,29.8,25.78571429,25.3,79.14285714,0.007142857,19.30714286,17.88571429,19.04021759,1011.957143,4.542857143,4
HK,2003/5/4,18,0.062303231,28.8,24.87142857,24.4,80.71428571,3.057142857,14.38428571,24.74285714,18.46597964,1012.542857,3.185714286,5
HK,2003/5/11,19,0.16420734,30.9,26.65714286,27.6,84.57142857,25.01428571,11.37142857,24.72857143,21.38195029,1009.242857,3.357142857,5
HK,2003/5/18,20,0.23106383,32.1,27.75714286,27.8,81,0.95,18.11571429,18.87142857,21.75326344,1009.371429,4.128571429,5
HK,2003/5/25,21,0.32247557,30.5,27.17142857,27.1,81.28571429,2.692857143,16.45285714,16.55714286,21.13441799,1009.471429,3.728571429,5
HK,2003/6/1,22,0.932684622,31.3,27.05714286,26.5,78.57142857,3.978571429,13.29857143,16.74285714,20.28749916,1004.728571,3.314285714,6
HK,2003/6/8,23,0.647017296,30.7,27.5,26.2,74.85714286,9.314285714,15.45285714,16.22857143,19.82055994,1006.514286,4.185714286,6
HK,2003/6/15,24,0.321619813,29.2,26.18571429,26.2,91.14285714,51.35,5.452857143,21.45,22.42016833,1004.4,3.371428571,6
HK,2003/6/22,25,1.699430987,33.3,27.34285714,27.6,82.71428571,11.2,11.99428571,18.8,21.6427866,1005.071429,3.685714286,6
HK,2003/6/29,26,2.882805505,31.9,29.08571429,28.3,78.85714286,2.921428571,12.75857143,31.11428571,22.76450066,1007.185714,3.814285714,6
HK,2003/7/6,27,6.775879829,33.6,29.72857143,28.2,72.28571429,1.121428571,22.99,13.78571429,21.60856146,1010.257143,4.971428571,7
HK,2003/7/13,28,2.594312796,33.4,29.81428571,28.4,75.42857143,2.278571429,20.37714286,18.38571429,22.64968068,1008.371429,5.085714286,7
HK,2003/7/20,29,4.730581948,33.4,30.08571429,28.8,73.71428571,0.014285714,25.31428571,20.3,22.47869273,1007.714286,4.9,7
HK,2003/7/27,30,2.929343629,32.9,28.87142857,27.5,82.42857143,11.18571429,15.08,31.24285714,23.51780653,1005.842857,4.242857143,7
HK,2003/8/3,31,3.391209816,32.8,29.42857143,28.4,75.71428571,0.021428571,17.35428571,12.41428571,22.27693539,1006.942857,4.671428571,8
HK,2003/8/10,32,3.165927007,33.7,29.28571429,28.3,78.28571429,8.657142857,15.54714286,13.25714286,22.84378698,1002.614286,5.1,8
HK,2003/8/17,33,2.275658466,33,29.18571429,28.5,82.85714286,6.735714286,13.87285714,15.84285714,24.03493231,1004.971429,3.857142857,8
HK,2003/8/24,34,4.612987013,32.4,28.2,27.4,83.28571429,24.08571429,15.53142857,15.62857143,22.86310965,1005.042857,4.785714286,8
HK,2003/8/31,35,1.91887516,31.4,28.28571429,27.4,80.57142857,19.78571429,15.32428571,26.34285714,22.22730199,1008.485714,3.814285714,8
HK,2003/9/7,36,3.828410873,32.1,27.42857143,27.8,84.14285714,17.31428571,10.34571429,27.11428571,22.11994184,1005.514286,3.571428571,9
HK,2003/9/14,37,2.670771816,31.4,28.2,27.7,81.14285714,6.4,17.40285714,15.64285714,22.26571769,1007.8,3.814285714,9
HK,2003/9/21,38,3.244630377,32.6,27.82857143,28,85,29.99285714,14.46142857,23.68333333,22.81592415,1009.142857,3.857142857,9
HK,2003/9/28,39,2.464134898,30.6,26.95714286,26.7,76.42857143,2.507142857,15.31714286,24.02857143,19.62533878,1011.4,3.442857143,9
HK,2003/10/5,40,1.947113639,30.3,27.72857143,27,75.28571429,0.135714286,17.75428571,21.77142857,20.19176931,1012.628571,3.214285714,10
HK,2003/10/12,41,1.341111455,29.1,26.67142857,26.2,74.71428571,6.957142857,12.72857143,25.74285714,18.91213385,1011.842857,3.385714286,10
HK,2003/10/19,42,1.963263312,29.7,24.38571429,26.2,71,0.014285714,13.12857143,21.85714286,16.0314394,1015.114286,3.885714286,10
HK,2003/10/26,43,1.342565468,27,24.28571429,23.1,68.14285714,0.007142857,15.94428571,18.65714286,15.07279929,1015.742857,3.614285714,10
HK,2003/11/2,44,0.487037248,27.4,24.24285714,23.3,70.28571429,0,15.57,20.9,15.50574992,1016.857143,3.542857143,11
HK,2003/11/9,45,0.334229706,29.6,25.12857143,24.5,76.42857143,4.678571429,12.91285714,18.31428571,17.6524488,1014,3.557142857,11
HK,2003/11/16,46,0.05,26.1,20.9,23.2,74.28571429,1.3,11.77571429,31.31428571,13.74675295,1018.542857,3.985714286,11
HK,2003/11/23,47,0.692857143,25.4,22.62857143,23.5,80.57142857,1.207142857,7.834285714,30.75714286,16.31690193,1015.5,2.614285714,11
HK,2003/11/30,48,0.05,24.6,20.64285714,20.5,69.14285714,0,14.46714286,26.81428571,12.5286662,1019.871429,3.842857143,11
HK,2003/12/7,49,0.968914027,25.3,19.15714286,20.5,71.57142857,0,14.33285714,22.71428571,11.8602365,1019.071429,3.714285714,12
HK,2003/12/14,50,0.405947955,21.3,18.04285714,18.5,65.71428571,0.014285714,12.35285714,28.87142857,10.2416251,1022.285714,3.457142857,12
HK,2003/12/21,51,0.584650113,20.3,15.74285714,16.2,57.71428571,0,12.77714286,28.97142857,7.905227212,1022.957143,4.3,12
HK,2003/12/28,52,0.43501294,22.3,17.05714286,17.4,64.28571429,0,13.42142857,20.78571429,9.417166142,1021.8,4.285714286,12
HK,2004/1/4,1,1.619832437,23.4,18.41428571,17.8,71.28571429,0,13.39857143,20,11.2483859,1021.571429,4.285714286,1
HK,2004/1/11,2,0.753893696,21.8,19.02857143,18.6,77.85714286,0.014285714,11.49857143,24.67142857,12.71335768,1021.385714,2.414285714,1
HK,2004/1/18,3,1.697755242,22.3,16.8,17,73,0.3,10.85714286,24.67142857,10.55518169,1020.071429,4.114285714,1
HK,2004/1/25,4,1.623321628,16.8,11.81428571,13.6,71.71428571,6.992857143,7.328571429,33.62857143,7.677352296,1021.371429,3.928571429,1
HK,2004/2/1,5,0.919908301,19.7,14.34285714,15.5,71.28571429,0.014285714,8.635714286,25.42857143,9.006475226,1018.871429,2.914285714,2
HK,2004/2/8,6,2.722527104,21.8,13.28571429,18,85.57142857,6.171428571,3.561428571,25.72857143,10.10935871,1019.042857,3.671428571,2
HK,2004/2/15,7,8.367267382,21.6,15.02857143,15.9,72.57142857,1.242857143,15.08,20.01428571,9.257783539,1022.428571,4.971428571,2
HK,2004/2/22,8,10.48352967,23.1,19.54285714,19.3,78.28571429,0.007142857,14.48428571,20.08571429,13.22742072,1017.2,3.828571429,2
HK,2004/2/29,9,11.02559753,24.8,20.15714286,19.4,78,0.014285714,11.93,20.54285714,13.63680789,1015.942857,3.628571429,2
HK,2004/3/7,10,14.32676272,25.5,18.85714286,23.1,72.57142857,0.221428571,10.43857143,25.51428571,12.14379118,1015.014286,4.442857143,3
HK,2004/3/14,11,14.2937361,26.2,19.67142857,21.4,75.85714286,0.007142857,14.98571429,18.67142857,13.02101646,1018.8,4.628571429,3
HK,2004/3/21,12,14.99083102,25.2,20.22857143,20.2,82,0.092857143,9.64,23.37142857,14.42975819,1015.514286,3.357142857,3
HK,2004/3/28,13,14.15348837,22.3,18.37142857,18.5,84.28571429,1.685714286,6.14,24.82857143,13.18287829,1013.714286,2.071428571,3
HK,2004/4/4,14,12.74727658,22,19.21428571,18.9,89.14285714,16.26428571,4.707142857,18.65,14.70785133,1015.814286,2.528571429,4
HK,2004/4/11,15,13.71979918,25,20.35714286,21.3,82.14285714,0.321428571,11.59857143,17.65,14.57659746,1015.285714,3.685714286,4
HK,2004/4/18,16,7.551049141,28.6,23.14285714,23.8,86.85714286,16.06428571,11.82857143,14.35714286,18.00080341,1010.571429,4.171428571,4
HK,2004/4/25,17,11.09109317,30.7,25.51428571,25.9,78.42857143,0.007142857,18.73857143,15.52857143,18.63954814,1010.714286,4.857142857,4
HK,2004/5/2,18,8.679869207,29.5,24.37142857,24.3,85.14285714,1.364285714,13.69571429,20.3,18.93979085,1011.6,3.871428571,5
HK,2004/5/9,19,8.023383409,30.6,24.81428571,25.1,82.71428571,18.69285714,15.09857143,17.27142857,18.9235818,1011.071429,4.142857143,5
HK,2004/5/16,20,8.37969089,30.7,27.1,27.5,83.57142857,4.735714286,16.16714286,14.81428571,21.62508863,1008.471429,4.528571429,5
HK,2004/5/23,21,9.710565986,30.4,25.5,25.7,82.57142857,2.842857143,12.71714286,14.41428571,19.55819127,1006.3,3.514285714,5
HK,2004/5/30,22,6.247195357,31.4,27.17142857,26.6,80.14285714,1.55,16.34142857,16.14285714,20.8717072,1008.957143,4.285714286,5
HK,2004/6/6,23,9.48864809,32.4,28.01428571,27,80.14285714,1.121428571,18.19571429,18.25,21.82493797,1010.471429,3.614285714,6
HK,2004/6/13,24,8.977362762,30.4,27.05714286,26.3,78,1.371428571,14.25142857,18.68571429,20.11168933,1009.914286,3.314285714,6
HK,2004/6/20,25,6.37678023,32.3,28.37142857,28.4,77.71428571,4.421428571,17.34571429,20.11428571,21.59601277,1007.757143,3.585714286,6
HK,2004/6/27,26,9.985118952,33.2,29.72857143,28.9,78.85714286,11.61428571,18.33857143,23.18571429,23.56675677,1002.785714,5,6
HK,2004/7/4,27,7.693190398,34.6,30.51428571,29.4,77.85714286,3.471428571,16.72714286,21.22857143,24.27402776,1000.485714,4.3,7
HK,2004/7/11,28,15.53674096,32.3,29.55714286,29.3,78.71428571,3.55,15.33714286,26.32857143,23.32295051,1006.857143,3.614285714,7
HK,2004/7/18,29,17.43255641,32.8,27.9,27.3,80.28571429,19.5,14.03,21.18571429,21.65759417,1008.2,4.514285714,7
HK,2004/7/25,30,19.25444695,31.3,27.61428571,27.3,85.14285714,16.07142857,16.99428571,22.05714286,22.65112206,1008.671429,4,7
HK,2004/8/1,31,15.63852411,31,27.65714286,27.2,84.14285714,14.90714286,13.32285714,19.84285714,22.40329411,1006.614286,3.4,8
HK,2004/8/8,32,11.94428822,32,28.44285714,28,80.42857143,17.27142857,19.04571429,14.47142857,22.35491348,1005.485714,4.357142857,8
HK,2004/8/15,33,9.528747743,33.9,29.2,28.9,77,8.2,15.84285714,18.65,22.36162932,1003.2,5.071428571,8
HK,2004/8/22,34,10.75943146,33.4,28.97142857,29.3,80.85714286,10.67142857,13.82428571,13.91428571,23.12779509,1005.228571,3.8,8
HK,2004/8/29,35,8.019513163,32.7,27.55714286,27.5,85.14285714,13.95714286,9.351428571,15.62857143,22.52634205,1000.357143,3.857142857,8
HK,2004/9/5,36,6.616819271,31,28.01428571,27.7,86.85714286,22.31428571,12.82285714,19.7,23.63748856,1005.642857,3.6,9
HK,2004/9/12,37,4.89905892,32.6,27.2,27.4,81.85714286,9.071428571,10.20571429,14.58571429,21.34802144,1005.328571,3.914285714,9
HK,2004/9/19,38,7.380413793,30.4,27.9,27.1,71.28571429,0.985714286,16.98285714,13.05714286,19.30971899,1010.928571,3.9,9
HK,2004/9/26,39,3.522947641,30.9,27.1,26.4,79.42857143,10.87142857,14.73142857,16.51428571,20.55617865,1013.057143,4.1,9
HK,2004/10/3,40,1.78784972,31.6,27.32857143,27,69.71428571,0.428571429,16.49142857,18.54285714,18.42064693,1013.3,4.428571429,10
HK,2004/10/10,41,1.192760651,30,24.87142857,23.4,56,0.007142857,17.65142857,16.58571429,12.8227295,1014.442857,5.542857143,10
HK,2004/10/17,42,1.071020896,29.3,25.24285714,23.9,68,0.007142857,16.42,21.55714286,15.86577486,1017.071429,4.628571429,10
HK,2004/10/24,43,0.7,28.9,25.02857143,24.2,64,0.014285714,15.91857143,25.2,14.71669396,1015.014286,4.114285714,10
HK,2004/10/31,44,0.39198301,28.6,24.37142857,23.1,66.71428571,0.35,16.02428571,27.51428571,14.765312,1018.128571,4.271428571,10
HK,2004/11/7,45,0.321669251,27.1,23.8,22.9,75.57142857,0,13.87428571,19.82857143,16.26201542,1017.085714,3.271428571,11
HK,2004/11/14,46,0.417452279,27.5,24.61428571,24.5,81.57142857,0.042857143,11.43,24.02857143,18.4095528,1016.771429,2.442857143,11
HK,2004/11/21,47,0.149183007,27.2,21.47142857,23.5,65.28571429,0,12.73714286,23.28571429,12.49670985,1018.785714,4.185714286,11
HK,2004/11/28,48,0.692483139,26,21.8,21.9,71.57142857,0.064285714,10.19428571,28.5,13.81624897,1020.885714,3.757142857,11
HK,2004/12/5,49,0.731299927,25.8,21.68571429,20.6,67.57142857,0,13.38,27.82857143,12.86436416,1017.871429,4.385714286,12
HK,2004/12/12,50,0.245674044,21.5,19.14285714,18.1,61.85714286,0.014285714,13.89428571,26.14285714,10.17343506,1022.285714,3.785714286,12
HK,2004/12/19,51,0.380697051,23.3,19.97142857,18.8,71.14285714,0.007142857,13.46,23.8,12.28249008,1019.071429,4.042857143,12
HK,2004/12/26,52,0.776616708,24.1,20.11428571,19.8,80,0.021428571,11.96142857,24.34285714,13.93034707,1016.642857,2.771428571,12
HK,2005/1/2,52,1.185651926,21.4,13.85714286,18.4,64.14285714,0.007142857,10.29428571,30.42857143,8.138324871,1022.014286,5.257142857,1
HK,2005/1/9,1,1.78726922,20.4,16.22857143,16.8,69,0,9.022857143,19.84285714,9.683933383,1020.885714,3.571428571,1
HK,2005/1/16,2,1.257019322,18.8,14.25714286,15,69,0.5,11.61714286,25.04285714,8.583651962,1021.257143,4.785714286,1
HK,2005/1/23,3,3.38443616,19.9,15.64285714,15.6,76,0.014285714,10.60571429,25.05714286,10.22958616,1022.442857,3.228571429,1
HK,2005/1/30,4,5.084214521,21.6,18.52857143,18.3,88.28571429,0.078571429,8.37,15,14.00316213,1013.571429,3.085714286,1
HK,2005/2/6,5,4.007204611,19.2,15.12857143,17.9,87.71428571,0.4,3.701428571,26.1,11.50284125,1017.414286,2.528571429,2
HK,2005/2/13,6,4.367683344,24.5,18.64285714,18.1,85.85714286,0.085714286,10.68142857,20.88571429,13.77956731,1020.514286,4.242857143,2
HK,2005/2/20,7,4.395191585,24.7,17.98571429,20.5,83.71428571,0.335714286,5.437142857,25.65714286,13.31555038,1016.1,4.142857143,2
HK,2005/2/27,8,9.236909142,23.1,14.57142857,17.4,86.14285714,0.535714286,3.581428571,23.71428571,11.17763388,1017.014286,3.428571429,2
HK,2005/3/6,9,14.42536612,17.2,13.5,13.1,77.57142857,5.228571429,6.694285714,30.61428571,9.09558468,1023.342857,3.328571429,3
HK,2005/3/13,10,25.21278871,22.9,17.94285714,20.5,80.71428571,0.857142857,12.68428571,19.38571429,12.65379316,1019.1,5.628571429,3
HK,2005/3/20,11,21.67337423,25.7,16.37142857,19.1,79.85714286,0.042857143,9.49,29.04285714,11.47204081,1019.685714,4.028571429,3
HK,2005/3/27,12,18.78304898,24.8,18.87142857,19,77.28571429,2.078571429,11.15428571,24.07142857,12.57836609,1016.928571,4,3
HK,2005/4/3,13,16.2219974,26.1,19.74285714,20.3,89.28571429,1.164285714,7.281428571,20.41428571,15.27709712,1013.214286,4.157142857,4
